year,05030500,05046000,05051300,05051522,05051600,05052000,05053000,05054000,05054500,05055300,05056000,05056060,05056100,05056215,05056340,05057000,05057200,05058000,05058700,05059000,05059600,05059700,05060100,05060500,05061000,05061500,05062000,05062500,05063398,05064000,05064500,05066500,05069000,05079000,05080000,05082500,05082625,05084000,05085000,05090000,05092000,05099400,05099600,05113600,05114000,05116000,05116500,05117500,05120000,05120500,05122000,05123400,05123510,05124000,05245100,05267000,05270500,05270700,05290000,05291000,05293000,05294000,05300000,05301000,05304500,05311000,05315000,05316500,05316580,05316770,05317000,05317200,05319500,05320000,05320500,05325000,05449500,05451210,05457000,05457700,05459500,05470000,05470500,05471000,05471200,05476000,05476590,05476750,05478265,05479000,05480500,05480820,05481000,05481300,05AB002,05AB005,05AB013,05AB021,05AB029,05AB041,05AB046,05AC003,05AC012,05AC030,05AC031,05AC941,05AD002,05AD007,05AD028,05AD035,05AE005,05AE006,05AG003,05AG006,05AH001,05AH002,05AH005,05AH037,05AH041,05AH047,05AH050,05AH052,05AJ001,05AK001,05BH004,05BM002,05BM004,05BM007,05BM008,05BM014,05BN006,05BN012,05CC001,05CC002,05CC011,05CD004,05CD006,05CD007,05CD902,05CE001,05CE002,05CE005,05CE006,05CE007,05CE010,05CE011,05CE018,05CG004,05CG006,05CH007,05CH008,05CJ006,05CK001,05CK004,05CK005,05CK006,05EA001,05EC002,05EC005,05ED002,05EE005,05EE007,05EE009,05EF001,05FA001,05FA011,05FA014,05FB002,05FC001,05FC002,05FC004,05FC007,05FD001,05FE002,05FE004,05FF001,05FF003,05GA003,05GA008,05GA010,05GA012,05GG001,05HA003,05HC005,05HD036,05HD039,05HD041,05HD042,05HG001,05HG002,05HG021,05HH001,05JA002,05JA003,05JA005,05JA006,05JB001,05JB004,05JB007,05JC004,05JC007,05JE001,05JE006,05JF001,05JF005,05JF011,05JG001,05JG006,05JG007,05JG013,05JJ003,05JJ005,05JJ009,05JK002,05JK004,05JK007,05JL001,05JL005,05JM001,05JM010,05JM013,05JM015,05KA001,05KC001,05KC002,05KD007,05LE004,05LE006,05LE008,05LL005,05LL014,05MA011,05MA012,05MA016,05MA020,05MA021,05MB001,05MB003,05MB007,05MC001,05MD004,05MD005,05MD010,05ME001,05ME006,05ME007,05ME009,05ME012,05MF018,05MG004,05MG008,05MH001,05MH005,05MH013,05MJ001,05MJ003,05NA003,05NA005,05NB001,05NB011,05NB017,05NB021,05NB033,05NB036,05NB040,05NB041,05ND001,05ND004,05ND010,05ND011,05ND013,05NE001,05NE003,05NF001,05NF002,05NF006,05NF007,05NF010,05NF016,05NG001,05NG003,05NG007,05NG010,05NG021,05NG024,05OA007,05OB001,05OB007,05OB016,05OB021,05OB023,05OC001,05OC012,05OF006,05OF017,05OJ005,05OJ010,06092020,06098800,06099000,06133500,06169500,06178000,06183450,06468170,06468250,06469400,06470000,06470500,06470800,06470878,06471200,06471500,06472000,06473000,06475000,06476000,06477000,06477500,06478500,06478600,06478690,06479215,06479438,06479500,06479520,06479525,06479770,06480000,06480650,06481000,06481480,06481500,06482000,06482020,06605000,06AA001,06AA002,06AB001,06AC001,06AC006,07BC007,07BE004,11AA001,11AA005,11AA025,11AA026,11AA028,11AA029,11AA038,11AB001,11AB008,11AB009,11AB018,11AB027,11AB060,11AB075,11AB082,11AB096,11AB101,11AB108,11AB117,11AB118,11AC017,11AC025,11AC041,11AC052,11AC054,11AC064,11AE003,11AF005
2001,56.91261398,56.96223446,58.51296098,57.60594509,54.64468739,54.70175116,57.43632772,57.70845796,46.0297911,47.9324832,48.18558327,58.17808219,57.76619581,56.75530428,56.24596144,53.42818062,47.69808452,52.66337942,52.22329357,52.29792642,47.7987013,46.71737243,52.81767956,50.02899824,58.33782148,56.51324338,57.49488531,54.74654255,57.38188976,58.11388434,54.27890995,47.85601674,53.21264559,54.40198928,54.02852068,53.78641683,47.6725079,48.62686567,45.98905109,52.04567144,53.31301895,60.31064413,60.48693439,55.02442571,56.60442834,56.01201299,47.2524289,54.99666793,54.15254556,44.21003606,53.37404794,55.54508737,48.51070979,52.81873308,56.12412529,55.13872033,55.57496619,55.1406643,55.46820494,55.90911063,55.35867729,55.34639137,55.20554482,55.48944288,54.9707644,55.29967397,52.54305166,53.92111296,55.13192432,55.14768294,53.9873457,53.74982578,52.84827515,52.63182803,54.01601891,54.54895695,50.47267115,46.53621495,52.59214917,53.10218495,52.34041262,45.36892969,44.62667176,44.94292908,45.5623261,53.37258216,52.88232805,52.28714409,50.47606143,49.55854385,50.75111701,49.27512128,48.07008547,49.90278714,45.57017216,48.49508841,44.97377327,52.03931249,39.48327759,58.30917121,44.82126482,36.39559846,36.47143334,31.92071197,38.25841184,36.30597336,55.93137255,54.97733911,67.59372102,47.56786942,51.42158516,59.9900522,30.81849512,48.18770025,32.33278008,40.00264667,38.41194045,43.828263,41.58188153,37.3923445,37.26457399,40.48390447,48.83629671,45.92304247,74.18603112,64.1701876,56.49830165,41.51151316,36.13456203,34.70667073,31.74951773,50.85192908,39.84567065,58.79322631,40.56711565,50.66289627,20.28061224,25.88962766,25.9346164,46.27092567,39.45082502,34.40697962,40.12079927,36.05755542,39.45595855,32.52692308,40.28176796,30.23433048,42.4315197,41.26196545,40.79511383,32.59694827,45.20079706,41.88555854,41.40178571,41.50392542,35.11839447,41.82183908,34.79901685,46.81631254,45.94360902,42.34930356,42.72988904,51.70120887,37.75861478,34.39029318,25.0126183,45.89218483,35.71124556,41.20151134,38.15578465,44.47826087,47.81133787,42.74251743,42.01544148,44.8810358,58.32032967,45.39338291,41.54414784,48.51464526,41.33368742,48.72327439,46.38884193,38.69275701,39.09735974,42.36641177,40.96839729,45.551875,43.5808016,48.88876147,46.9591195,43.78845254,41.56520756,39.35893011,38.42638241,42.74776632,37.47611165,37.53344842,43.95363215,44.61393728,45.80846325,53.13188197,50.9120893,53.20508232,60.29096138,59.48742786,47.57528332,48.20196239,50.50515569,47.64366033,52.74714357,48.87201115,58.75177972,54.80108264,58.88110878,54.46078815,54.80909712,61.05150463,56.22484207,64.68340944,55.35876553,62.31615026,58.78451256,57.63454648,61.82859604,46.29832488,61.0944089,63.4904393,62.81391168,56.61212121,56.6122449,59.3832356,56.50381098,52.9961165,56.60255319,57.84023669,63.30629358,62.31045624,61.50445765,61.91205643,62.36915041,64.46164946,63.25325779,62.45075847,58.03546383,62.6641791,61.7565445,62.46122298,62.73732745,60.7040715,62.52519597,58.27814711,56.76963417,58.2811311,57.69726679,56.77936875,55.77147653,54.78972997,55.00714349,59.75728958,58.30718101,52.60302957,57.03614458,56.70850015,58.32006033,53.33446809,56.67578494,60.670313,61.43468842,56.12101064,60.6930281,63.24132948,63.52065658,53.27703665,56.25951702,59.59614797,57.37167199,61.68888889,52.82456166,54.4407153,62.55037735,61.26317848,57.97357294,54.31978331,63.06396116,59.91564649,60.5521002,60.61658548,61.11826087,60.6454432,60.4772762,53.46813209,54.05204248,58.37882719,59.3704246,55.67389075,55.67424499,64.0696675,48.09212992,43.20764504,54.74197531,44.34729765,41.24235224,45.04570806,46.49164069,46.57897004,47.7353431,46.80703447,46.90651776,49.4145749,47.56341151,52.10885734,52.94501841,51.18333218,51.85094697,53.29616626,54.05119739,54.41453203,56.2533468,54.28675937,54.95851676,54.22975352,58.46855734,59.404474,59.30899621,58.77785823,58.49831316,57.55432769,56.84032131,53.13391442,56.49661541,54.99156627,53.18773499,55.92031491,55.86056422,51.86661945,44.05272083,43.55831105,58.83411532,52.20909091,51.5206906,33.35074627,41.42361111,54.58724058,50.3436814,52.49968227,39.92626309,39.78536585,35.58522727,37.27066748,43.10544904,42.50914205,44.73850575,42.88400816,43.32724479,44.215,44.68058691,42.94272814,42.87003525,42.96048693,42.46360271,61.14872798,45.12284264,48.71621148,37.33666812,38.14659208,47.65895722,39.51200404,49.34319527,42.41952507,41.66576674
2002,32.56534954,30.22603125,27.55732229,25.75112321,21.30970277,21.60078374,26.01622406,25.76298606,34.79509537,29.45626753,27.70921692,23.93965198,20.54700438,22.44149409,30.72624631,27.09709686,26.57362927,26.9453526,26.76139584,26.67735527,25.33441558,23.86177293,25.33543804,24.13268893,30.7429652,21.15342329,25.8983261,28.34193262,21.5890748,18.0058647,25.66145146,22.17209627,21.73394343,29.04333684,28.37473211,25.07430044,19.92013789,19.71954742,12.02481752,23.48452624,24.75730954,35.64001827,30.1108343,41.37651449,43.87099378,43.23434376,37.44400283,42.61702265,42.3220665,33.95492788,41.38161672,25.42066907,34.48836623,38.94869321,29.79873376,37.75680934,35.10175794,37.68534134,25.65061773,36.34490239,39.34322954,30.18907117,31.05647086,32.1413744,28.54219895,30.85376752,25.92591109,23.92423927,29.46348783,29.53513356,25.05024502,26.50069686,28.55876885,25.99343443,29.69610032,28.59580801,17.56800436,10.03816199,21.49578018,18.94533951,20.07524272,10.76830152,10.81849446,10.90180445,9.424040067,23.65383412,22.52602134,21.23982744,19.3718383,18.72175703,19.32269331,17.16268191,14.42383666,17.9897111,47.38220434,50.14047151,49.23096447,52.47741818,40.89297659,57.8389192,46.39285405,40.15034749,39.91628085,42.67691478,44.49461642,42.44402664,58.07160364,56.15696096,68.09948338,40.64003436,50.79005059,58.80448265,30.51005169,49.35388057,37.93692946,40.82576092,41.79382893,44.20804711,46.49278248,43.09090909,38.20123318,39.42445483,51.45693587,48.97787628,74.74649675,67.74945725,61.52201587,47.67434211,44.8941736,46.03685653,30.74031755,55.19872634,59.28759699,60.25468832,54.9986066,59.11886207,56.30484694,56.92863475,56.90297917,55.9490266,45.31537242,48.06003706,44.20557069,49.40166768,54.38341969,46.49615385,55.10939227,42.70940171,43.00750469,39.39507222,46.70502499,36.52809825,37.85285101,47.88651138,32.60491071,32.31035329,55.97302404,62.0651341,58.625,56.99314599,50.0037594,51.80411314,49.38765603,59.97027752,60.13423624,58.339081,57.58990536,48.76053749,55.21434592,47.59445844,43.09507446,40.79710145,42.76073858,44.97498975,48.49591891,45.36624359,43.5456044,45.89467294,47.76685832,37.50401389,48.83137816,49.74925072,46.42857143,35.76985981,45.08955896,42.05711968,43.99036291,42.661875,44.65900003,30.26873089,31.17295597,44.78175577,47.74550059,49.14667817,46.3491006,44.2,40.67189908,46.02805352,39.86553323,38.1456446,40.78396437,39.15797049,37.22568724,37.6274604,44.81918054,40.52431987,36.34376686,30.96770237,35.47119279,36.72082202,45.28643815,39.15872084,45.93615402,41.55255323,45.40449291,39.98649802,40.14672237,46.66956019,40.94081507,46.547793,40.41213329,48.86591719,52.07213644,51.67626721,51.87338501,47.23372349,52.93622155,51.27159554,50.12484549,39.64444444,43.73275024,46.09986202,48.93178354,49.07572816,46.25531915,38.1025641,50.93017919,45.52031525,37.85809807,48.69054441,46.35376221,51.55144855,50.09518414,47.76785252,42.80998455,51.59387274,36.14921466,47.78288224,51.29542883,48.77226084,50.10862262,43.20990496,41.23569024,43.20983628,43.53966132,41.24576371,42.52930443,45.07968127,40.97253527,48.59626963,47.19738872,34.83072854,46.20883534,44.73344804,47.24380091,42.95234043,43.99353148,48.31000479,49.10601032,42.38430851,48.33662851,40.31540588,41.83087422,38.54145613,37.33293897,37.11005809,34.31096912,36.26995885,38.95032909,38.16425191,39.33366386,37.95057094,36.93446089,38.17757496,40.13685409,20.82139862,28.96540854,29.45130548,26.77326087,30.88639201,27.61881012,25.0654172,25.94866318,35.87752984,36.19912152,35.37851842,35.37613804,63.94413029,49.22392255,44.90351927,61.37530864,44.50762865,45.83397683,41.68848787,26.78775857,26.37869932,31.10076616,27.38002514,26.54689516,24.30728745,25.77477281,26.93557423,23.81735884,24.63306772,24.35763864,22.19532315,22.24561918,21.85080135,9.230487497,20.54250762,26.64603793,15.27970951,25.31689273,24.49838775,24.66003788,26.15799001,25.86690481,26.71658285,25.62646295,18.35340729,24.19165875,25.18253012,17.81369117,23.06809858,23.05950737,18.37653447,59.46760187,58.33234996,59.12584715,57.90239234,56.9643738,55.9282434,59.25,56.31360492,49.82079022,54.22728236,44.03868912,55.81463415,49.20075758,38.87262707,45.93239152,43.90407876,47.05818966,45.27172162,43.57280642,42.785,36.21444695,44.70841255,45.65111633,44.65066853,44.75601481,58.52054795,50.56006768,49.84663866,45.55328404,47.14210902,49.20066845,47.79270912,49.49408284,45.26462828,39.84287257
2003,36.3381459,35.39429021,12.61027971,19.84553362,33.06918346,27.79267695,20.4895413,19.98883599,36.00599455,41.60675168,41.67518778,47.92262125,45.17681442,42.85884894,47.47003648,44.12025934,38.16955508,43.33702331,42.72245082,42.02106695,35.56493506,26.94009839,20.36858721,29.37521968,37.67534039,21.53798101,31.65413825,33.23528369,35.29133858,37.3231042,32.7644311,29.7835368,36.56955075,41.49409972,41.21015471,32.61463421,36.67566791,39.3517092,32.48394161,36.53510566,34.3382162,46.13796254,40.58877847,43.35766211,44.36364685,44.11138249,40.58514397,43.6643105,43.10982529,41.06295072,43.04493539,40.23505137,41.12314154,42.56287346,26.020993,29.56694859,21.49256254,28.61809611,18.62354651,18.11106291,17.92734733,22.75684611,18.10214748,20.18356332,21.78479581,20.86827646,14.10452543,15.39130888,20.70607296,20.87769691,16.11177967,19.76864112,18.13437306,18.81229795,24.75702468,20.51380303,11.36317414,16.83372274,25.53581943,22.31302876,18.77791262,17.6479826,18.25028659,17.88208141,19.15609349,15.88782473,16.2768088,15.93339085,16.60817525,15.46927335,15.34460422,9.444906445,11.87188984,14.93649938,22.72445734,22.82760314,24.07106599,27.28908393,17.08026756,31.87399325,22.02517519,17.72810811,18.16839292,22.36839266,16.71870794,18.67146541,30.50962885,33.25162687,42.50178832,16.63230241,19.48819562,32.56776174,18.39345204,27.86656631,23.43153527,22.09836789,21.02156612,22.44160942,25.42409159,30.28708134,21.13060538,21.62149533,32.38507469,30.093808,62.31929273,51.18045814,44.51720822,25.07236842,26.5554895,25.68352117,18.08606618,38.5385007,52.00110851,53.50382567,49.66326057,52.25030895,48.05994898,50.45966312,48.97574479,49.11964019,39.61722756,30.63001853,36.38177414,43.36628025,51.51295337,36.13076923,51.17900552,32.30413105,37.2945591,30.5470405,34.83509162,24.21213249,28.8877989,40.60637382,31.93340774,29.96368989,52.2242132,52.68390805,51.15997191,43.70801919,48.46240602,44.5428547,47.96636616,54.08466657,53.78861649,50.66989288,48.57413249,44.77416492,50.00463548,48.19143577,46.11569301,42.29565217,41.10923226,42.91840918,45.11092069,43.44029051,47.03296703,39.08757019,37.48825462,43.15578217,38.1507482,48.76461568,28.73034658,31.27453271,33.29162916,34.16863631,33.02430978,33.909375,34.69652253,47.01127676,46.79559748,35.11615556,25.15962739,21.58153581,22.34576949,23.74845361,30.36628803,29.92533448,38.65996909,37.45505226,38.24721604,41.143172,40.80448539,43.35101899,45.64722523,46.74690849,39.35186185,45.49059689,42.40701038,43.654905,46.63527074,45.4053836,49.40067159,47.57895164,47.22293747,45.71405875,45.8519156,49.2970679,46.39649496,51.11476408,46.04159229,50.39100631,46.34593224,50.88194619,53.42377261,41.65751827,51.75348788,53.54023555,54.27800877,36.27070707,38.18853256,48.19230769,49.64405488,47.8276699,50.21787234,47.67455621,47.73016153,49.27900431,51.34546805,51.01950628,50.09420905,55.14652015,49.79943343,50.74242373,47.50417333,50.07030636,45.92015707,50.72794627,46.62384024,44.07447865,47.90481523,47.30812469,45.40187966,47.31655246,36.3627451,45.37139798,44.67024305,42.64895972,43.69646819,46.51410695,45.34255193,42.11925944,47.81526104,45.85547431,45.3292911,44.90723404,44.36537394,44.4153625,44.79438606,41.1462766,44.42455775,45.14086454,45.23755072,42.54623628,42.16758299,43.1953531,42.54888179,42.18847737,42.56195715,42.94188362,45.01013607,44.98322384,39.05391121,42.96084449,45.04034288,38.71893342,38.71589844,40.04638006,45.01369565,45.36953808,38.62206728,34.69844093,35.2496008,36.99532953,41.17130307,41.11723258,41.11708862,42.62474553,20.56730169,17.63498524,26.45432099,26.48202741,26.64003564,36.10981282,37.23094361,37.53423983,37.39723518,36.84118352,35.12072783,36.49433198,34.68325474,27.31691297,22.95182079,29.83431569,28.99577368,25.8816528,24.68122961,23.94957754,24.45705986,23.47980573,18.55333559,15.6993838,35.87546239,32.90588472,32.7719697,30.55441315,29.97148905,26.60782822,23.64958406,6.985736926,21.76699873,19.36204819,17.35459614,21.041554,21.03400665,18.89848914,46.54822465,45.97547709,50.80737149,46.83923445,47.58646204,52.14466131,56.64814815,23.47809377,21.77006899,25.18047024,31.32589895,22.82682927,26.13636364,22.77709737,33.37689203,34.48551336,33.52298851,33.03200516,32.48438033,30.075,27.34875847,34.79919202,33.0907168,32.89333466,34.70234423,39.71037182,34.70829103,32.73494398,28.49499783,29.6363961,33.20294118,31.20324741,31.36982249,30.99736148,37.60475162
2004,37.70136778,36.17837473,21.9799127,28.24373345,25.45678169,29.79867744,27.93655564,28.8882476,44.08919164,43.52701201,43.2077852,49.01962236,48.44731288,45.3976623,47.55028661,44.90239699,40.34448161,44.28002148,43.6678939,43.11806084,42.93506494,37.76473425,36.22020521,40.57029877,38.34704992,27.53473263,33.96311221,39.83785461,38.93602362,39.04473541,37.51305048,40.36344611,42.54093178,44.77525495,44.59676188,38.05574456,40.70267165,41.78045258,42.03357664,44.15596455,39.61114828,51.5678392,48.02285467,47.11088495,45.78752991,45.8593268,44.42130366,45.61931951,45.50996055,46.00525841,45.63918039,48.45385899,50.38370433,46.67757543,28.70909697,40.4080536,26.6352265,38.73447514,17.89462209,13.6197397,15.04875694,26.65111347,13.11885013,18.92971808,21.38110995,19.59299622,19.72607129,17.94601917,18.78010619,18.61724247,18.0042181,18.34006969,17.01611237,16.01246459,18.57746849,18.08206753,19.76139459,17.40732087,20.08714426,18.31038034,16.53337379,15.13336555,19.19449752,17.05665128,17.94936004,18.211518,18.10540172,17.68234685,17.19975158,16.65668464,17.35783271,17.96171171,17.55460589,17.37245211,28.85479042,28.55206287,26.21489002,35.00475407,19.44648829,40.42478566,27.71675751,29.30733591,28.23101523,30.6785329,26.48048452,30.80543618,37.39793417,36.63474841,50.83878659,26.83676976,23.75463744,38.99238563,24.15336014,32.67927813,22.36016598,23.60476401,27.93741056,34.82531894,38.55550025,35.11244019,22.78559417,29.21832814,38.86695749,37.03153213,67.5293501,56.90998664,50.56707183,35.87335526,35.33908046,32.44806579,28.08547262,46.21053355,45.5793817,51.10809392,43.09707385,47.95718897,41.96938776,41.71010638,40.91141577,45.14515748,39.16845344,36.21507103,36.12564335,40.0738255,42.88601036,36.39615385,43.29723757,28.83831909,34.1575985,36.32546021,33.5424764,37.35913658,39.60729614,40.71448402,31.11793155,25.01275761,47.83970809,47.52681992,48.65266854,47.50376971,47.12969925,43.82490671,40.87702265,52.26143128,46.79547403,44.30046044,44.57413249,39.40971034,43.35265788,34.16372796,33.56586483,29.85507246,35.90819566,42.38294383,39.15809336,36.92015221,41.61263736,28.71619366,32.78394251,32.98090692,33.52614077,44.61550224,36.1682164,35.73130841,42.98034803,42.57924922,43.46805001,47.673125,36.97664338,45.92068043,39.71383648,37.2891278,43.7028127,43.99654875,44.11059294,42.41718213,45.18265883,48.90073371,47.33539413,40.9554007,37.0467706,42.89933429,41.19938743,42.79752369,46.05002593,46.1776587,40.07501349,38.88225675,41.60010209,38.54168282,47.52041729,45.89988265,48.09661966,46.68280404,45.83223857,44.96373699,45.02054429,41.67418981,45.05382089,46.8129376,44.89203245,50.1480669,47.79695782,48.64719441,54.23428079,40.86905727,55.56236232,52.4197752,53.9870772,46.54343434,47.09718173,46.85770956,47.33231707,47.85582524,48.29617021,46.5581854,44.82107865,46.01774525,47.43313522,47.49206524,46.61975346,58.44233544,51.44305949,48.58021104,46.20056608,49.54673998,49.43324607,48.577744,52.11880516,49.60774578,49.35274356,46.60688955,46.76055285,46.60441442,48.20276292,46.77215338,48.05853587,47.11863656,47.09015884,46.6120883,46.31139466,43.71243087,44.35341365,46.63534394,46.32971342,47.68085106,45.78677266,44.95185244,44.53355457,46.60239362,44.93960618,45.68384016,45.080782,46.83443095,47.71320203,46.97554265,47.53205538,44.85020576,46.68343828,46.86132424,45.6752052,46.12130455,49.09778013,46.78055541,45.66364944,45.05249036,47.16533186,47.72432154,48.86195652,48.21348315,46.78976029,39.98254939,40.91188693,46.40892579,48.94582723,44.5067449,44.50608442,46.8674508,29.4255153,23.64352406,31.32222222,44.09852599,47.21591922,43.50779098,40.55964863,40.61367132,40.88057961,40.23626582,38.5671705,32.52793522,36.64587302,26.62493963,22.64387275,29.68083451,28.50681039,24.65241228,22.81964556,21.66215836,12.60394039,20.50429162,15.56578056,13.69784331,16.36128237,17.81217251,18.24138258,18.73151835,18.55341668,17.59614876,17.45596262,18.71394612,17.68811251,17.81084337,17.60002593,17.65471504,17.65603,17.62393768,50.12995221,50.37540334,53.16927328,51.2923445,49.18306385,48.2238806,52.58564815,28.01383551,26.65961116,31.36475323,31.80063723,29.83170732,23.15340909,19.37415799,41.33602422,40.83037975,41.40732759,42.7891741,41.68598498,35.445,42.06884876,36.7918251,43.07626322,42.34444223,41.19463294,51.64970646,43.15566836,45.26172969,46.32492388,45.01686106,45.04491979,44.78083144,45.87869822,46.19882043,45.42548596
2005,45.84954407,45.95998651,30.31663104,33.51539218,25.7777588,27.84472202,32.81250317,34.07456713,21.76512262,26.5035187,28.02373739,47.89559422,48.84120799,46.07432347,45.48914365,39.8801986,30.69595622,38.67014323,37.80444629,37.51013523,38.75649351,32.27471785,40.3504341,38.25043937,45.11225416,40.61794103,43.05881897,45.4572695,45.93356299,44.89920895,37.16677047,42.2650157,47.00282862,46.76169451,46.69403752,38.34924353,44.77391554,44.04622051,47.64306569,48.23462849,40.74725031,52.43444495,50.83297679,40.72666473,43.68624888,42.97672483,34.98569157,42.06933448,41.16285553,20.72641226,39.50464696,44.00746334,32.15783284,38.51730078,41.10546485,46.15782527,34.64824206,44.99440033,24.87263808,22.42668113,20.11272025,36.48961387,20.31644131,27.32130007,30.64289005,28.29679037,21.0104125,22.12619842,26.74052889,26.81800338,23.51801997,26.06759582,27.85540178,28.96503916,37.34545693,27.82133214,26.93190485,25.25506231,39.38822375,35.63768116,33.05188107,23.40275429,23.65189148,23.38606798,20.15498052,24.41777778,25.58488082,24.47081967,28.47380307,25.44365598,23.49636119,21.88236313,22.34045584,23.2529092,28.33299027,28.38163065,28.36294416,32.87090876,25.9180602,36.83839958,27.5529025,23.72494208,21.88267863,29.57227616,25.59129655,25.87419424,34.69940476,34.11767268,45.8432905,23.57130584,26.43591906,35.61676389,15.39373923,29.37997528,16.77759336,23.19276577,18.18221988,26.25417076,24.88352414,17.92105263,19.7926009,22.82165109,33.9271534,30.55034127,63.61251793,51.61646905,45.93923558,29.10690789,28.68747523,30.35912275,16.90874017,40.17268745,51.26628895,51.15897157,45.9372968,50.27298177,46.75637755,47.99689716,48.40970208,46.71031444,36.54553929,27.83267449,32.54586739,39.1655481,42.40932642,35.30769231,45.86740331,36.66880342,39.52908068,36.60532427,41.41643531,23.44026796,34.88074801,39.0596802,32.9438244,35.4656526,47.38639474,41.89655172,39.60561798,42.47361206,51.2387218,46.4762583,47.10829866,51.64592178,51.9977713,50.30849464,52.24290221,48.9885276,49.39937391,49.60453401,46.09736541,45.20289855,46.35937804,48.14411644,48.17797512,47.29768197,48.67747253,45.89528001,45.35774127,47.68518117,45.99547386,49.78777681,30.01267963,25.77803738,24.85793579,25.530935,24.20993228,23.49375,33.69455281,50.58906728,51.27672956,34.39909256,20.88740165,17.11044003,18.25805019,21.92439863,22.37228152,20.18170047,29.92117465,28.5087108,31.55679287,43.20722382,42.12752493,45.17045959,48.76349663,50.4286892,38.87479763,45.08053966,43.72057172,44.89259403,50.2934923,49.94653073,51.76395791,50.67350235,48.35969522,48.39539499,48.41096892,49.01388889,48.59650579,49.16834094,48.47437331,49.45516863,50.50449412,50.68585485,52.1369509,41.82082627,52.86688346,52.42586539,51.46106304,49.71515152,49.40913508,50.80148327,51.47370427,50.03300971,51.93021277,51.2800789,50.34283697,49.73218132,47.91084695,50.40808905,50.07171732,54.1003441,49.40056657,50.60633805,49.0964597,51.08837392,47.84424084,50.59692019,51.10330391,48.60873883,49.76483763,49.1807045,46.23271842,49.1799295,51.8432858,46.24583703,42.04240566,42.09163347,40.67397285,48.9350726,46.66189911,31.96128877,44.01204819,45.05141779,46.69490196,42.32255319,43.67632074,46.8676541,46.62430863,47.07579787,46.86772593,49.15135712,49.08493176,39.65442619,47.72023105,49.54417609,48.69158679,48.88395062,38.52388677,41.40122506,49.08174957,49.16885656,49.87632135,41.1916268,49.10628222,50.58561127,50.09086649,50.67540012,52.64652174,51.81398252,49.99333299,41.66699501,42.93958146,51.2433835,51.75841874,45.19137847,45.19067213,38.98213074,21.12023735,18.65389833,32.28271605,26.32738557,24.81229581,31.57804789,23.42072825,24.25121516,18.59876749,22.06984767,22.38758063,26.77186235,23.16999781,24.61740558,23.04608224,23.04393819,22.78190913,19.90945709,18.96561481,18.30697157,13.10293003,17.81970631,20.29707078,19.95334507,17.73982737,20.0828295,20.19924242,20.35030049,20.32599061,19.46820408,19.29030105,18.77496038,19.35096688,22.2810241,21.1465059,19.62695533,19.62696668,24.4364967,40.52926366,39.95694662,51.39297258,48.52009569,42.59879419,39.58725603,42.16203704,29.26133743,25.68532455,27.81847066,14.7391898,17.94878049,20.41477273,22.72382119,17.76589304,17.50154712,18.63362069,22.99420041,21.68111984,14.43,17.00902935,16.49144487,23.34030552,22.65555777,17.52405922,44.47553816,27.55837563,28.47514006,16.86646368,21.24049829,27.72112299,22.9153399,29.97189349,29.49386932,31.98326134
