date,05AB021,05AC003,05AD007,05AE006,05AG006,05AJ001,05BH004,05BN012,05CC001,05CC002,05CE001,05CK004,05EF001,05FA001,05FE004,05GG001,05HD036,05HG001,05JE006,05JM001,05LL014,05MD004,05MH005,05NA003,05NB021,05ND010,05NG001,05NG024,05OB016,05OB021,05OC001,05OC012,11AA005,05051300,05051522,05053000,05054000,05054500,05056000,05057000,05057200,05058700,05059700,05060500,05061000,05061500,05062000,05062500,05064500,05066500,05069000,05079000,05080000,05082500,05082625,05084000,05090000,05092000,05113600,05114000,05120500,05123400,05245100,05267000,05270500,05270700,05291000,05304500,05315000,05316500,05316580,05317000,05319500,05320000,05320500,05325000,05449500,05457000,05459500,05471000,05476000,05476750,05479000,05480500,05481000,05481300,06468170,06468250,06469400,06470500,06470800,06470878,06471200,06471500,06472000,06473000,06475000,06476000,06477000,06477500,06478500,06478690,06479215,06479438,06479525,06480000,06481000,06482020,06605000
1984-01-01,23.661548978220843,17.648511428893578,30.545880517740905,35.657227406446246,26.42336106760386,27.47718499880201,45.78017770323214,29.127258351681192,46.2888676210937,32.29598542562796,32.216641744136524,27.94360312791591,35.84737181374428,47.07256802664878,25.280197266365214,25.738809562647727,25.913925070774177,25.163107919878307,20.26428404832715,14.925530357456838,13.704350616026256,14.693550843923568,17.05290094132444,28.402012315569134,31.09254977175488,16.37475991107931,21.462899183276438,13.195361932025603,14.560629641035906,15.37164697059546,20.549441113688005,19.72950599839441,26.02097703685206,29.69697238514038,28.304171931756738,28.466641149169533,28.12378316831938,31.01921056306167,28.19145455375768,22.546187944623195,24.479449041265337,22.980198157937384,24.17590187673517,22.89783610712367,21.302819568381445,25.33824373285377,23.10556940133924,18.986561842452,24.716216732892107,21.396819932301995,19.066523749406738,14.005770468097593,14.311058624886064,24.04194865854427,19.454955281531262,18.099540504113996,17.016214027044583,21.426455766937547,30.136940431907146,23.41567604602143,31.41994461740437,18.103202738450964,25.325165777093723,18.304668224769237,26.267804615509935,19.079441963646243,33.61219675350372,29.477067360662154,34.820409641529345,36.64344826582872,32.72066813227535,34.999643618757574,29.484333683171823,26.865241076379,19.93430215538477,30.702270642501745,22.236934966109388,17.030585171119537,21.602964384852957,18.955005276841973,30.46959148606135,27.09983971455364,24.185762461805624,25.04586875255628,21.22424037936814,24.01853256386123,28.373916234017948,28.04672137432304,27.98276237921994,26.84448989076009,25.25523281326887,26.467588958826592,24.01377083336688,22.681757903458784,25.415197791047703,25.30213025239896,22.31380459689697,21.95681093628141,21.66008590669425,14.148248383412025,20.876997975937385,19.62357535929681,31.58629267637292,27.419427397887475,27.82738142467343,27.12199718584124,27.238175538788564,26.554946493557097,22.341614775046494
1984-02-01,28.80382489133896,18.76430945390892,20.10701316230764,15.934105648968208,18.071112760752985,16.473599615600257,20.195216256925256,15.619176462676176,8.235774505170374,8.31916524508495,7.550338953213788,6.475298920238785,11.904814197904864,9.174927200909936,9.184268495926297,10.862627745333771,13.880428741453352,10.483579581650742,6.397341578984386,7.754345211119133,13.079877119788469,9.303109911758632,8.629159351100947,6.334321303080149,6.439649546006031,6.453453776859643,8.576020046906354,7.242768707211733,19.084630150606998,20.63431913837096,32.74833104207561,31.448120487006214,11.90165215656702,35.93249742444057,38.509069093062784,38.880837296034485,38.33322398471546,22.984998797601943,20.702268166830848,19.40306131710273,22.058274415850832,20.993486354864352,32.75204379820033,31.16257496858712,36.94640404710037,34.90078931839322,36.21434643131661,38.76369845858599,29.75669731133112,27.302812625208755,39.65463822574694,40.96340287880602,40.80590779285695,30.424093222532782,25.75538723044208,24.004216087644046,25.5938939578138,32.332141632816224,6.258751947006362,5.842411934116292,17.712558654861915,15.97180846732795,28.94267883592219,26.82317947856141,28.406017398380158,26.862442044950065,43.42940819623009,30.72902274922499,48.3441084507532,44.98559972347087,36.7269288319976,45.10769388675557,42.42056831706629,39.22573358636772,36.83487775986037,38.00816164797993,34.90355744683856,45.33369929329881,35.72463555787953,34.54329062089334,46.127187088023845,42.27614631908165,36.14088145074141,39.72571366039754,34.742282308765866,38.59443805246875,22.974270929550467,22.372006777864986,22.904773423850298,24.29515617513774,36.84352376928869,26.617149222583272,30.710090407274954,30.386853416291807,30.98601104059101,31.973939613107383,32.230366721158774,33.43512990769574,34.57305970265592,46.64354239120759,36.34573007354427,42.220411736855134,45.15038956765728,43.23467810977068,42.50850864197413,41.51573238052327,41.71791158052054,41.34954827040552,39.154974004278
1984-03-01,34.61364444406934,28.723034086423755,39.8630299650846,43.17398366087672,35.700609306814485,33.205646730114665,41.04120638994982,31.483439349597973,23.76600904745273,30.84541035794804,28.224965697489168,24.346223970090268,22.66392485560884,21.77262745358478,20.01917195476328,17.816413949134102,25.543102670268198,25.60454550270469,16.789432571382545,22.122794444851,27.2922966083819,29.69937661703189,27.850757091510022,22.72062583229048,30.405101016207368,33.767919074168695,32.302546848484646,37.66881635964503,25.912496675077342,24.03683303094863,31.765243213874427,30.785843347393207,35.24779755807006,50.49288536012428,46.95666665483815,47.66006334195078,46.38812095785194,52.77094598244437,47.623401282819096,39.92088019943093,52.68104742317004,42.89239874738469,49.56706548291233,40.61209362175935,24.449302555012757,34.31905915272068,28.761732900993067,21.3025935658092,42.557793116261735,39.10166267486412,21.185476536603257,14.353599119300217,14.73472861436412,40.28119981827118,35.48652407261968,31.98984576997586,27.083108193984557,33.78034656104641,22.927073798269312,28.380521644943,48.389853077156346,39.8605134398973,33.45828388905826,19.91349171301636,30.97514089414954,20.940010885378904,64.62482040642587,44.54961731373074,65.77763302913904,65.21166594288681,55.80893921076919,60.090125475222855,53.982024714494415,52.58149008377756,44.51741050359323,54.414177837725525,53.39053259511277,43.29031765870779,48.893197167067264,66.9863909219489,61.3801942628098,59.73148206550444,55.53936550956676,58.84611831384295,56.79394836307044,58.80142828342997,51.86183218136888,51.31398105095304,55.65242835584052,55.76979504847091,56.47893700532607,55.896982226317846,58.426773525402346,57.85270634691779,56.00237473338702,55.88841663126795,55.137420542423584,55.11178757141067,54.96615019287364,47.16986075045585,54.687568516151984,56.59423427411604,63.26091709747323,61.076641600663855,62.251413774295706,62.70749366750216,62.5019751820639,61.89714335338253,62.21127932621731
1984-04-01,43.55660898163886,35.32802762024517,49.09061195819255,51.56698703508566,42.55295854289562,37.775100147733326,40.6604753877096,34.805904420258486,25.849355343299692,31.319468698238506,29.5621252140149,27.93860008336936,29.30748981881957,25.50656668168425,28.09749301335528,28.1658580471559,13.959033866471676,29.480661558279973,13.486726034402004,22.67859933948785,61.06929194977173,38.11132882634811,49.54809428120672,20.000661525328344,65.20114103215938,36.11043967425493,71.45316991772603,57.84822987473076,62.84944304461161,63.63297659979315,72.00134568622933,71.40395424485017,40.30951046957982,69.21630876842495,76.85525227866702,76.70022533329578,76.89313276438985,115.6850103300689,100.08071504826802,82.5248136788451,96.39050413078516,84.65316108514602,84.23788594219873,78.9613153972903,76.29073589669603,78.14285068032251,77.24218132844254,68.5382827994437,81.26824126218433,76.93716881356546,72.28151927863823,51.983078861102726,53.72715877709835,80.19522296826057,72.22347449158032,65.31782865610757,64.39886847180915,74.18449263091802,28.96687028448889,33.9758680618069,123.49863628590865,88.6758807118022,76.08194247094357,56.80438685098647,68.41469962957511,57.85086018768124,80.38161164817438,78.78530971529713,96.1857845652319,93.10617665929524,81.39512647925906,101.9030805172262,128.72003333064748,148.08887257746636,143.56096109531725,99.47706856844832,164.08253722222773,133.97484184079002,152.50880662947955,183.88373366923008,124.41971429620074,146.70829982506373,166.94401022005374,156.4342629715511,170.59240389217163,160.8757183390984,101.78786409642856,101.69102927075316,100.94958599894431,102.003729579427,96.38419478390188,101.13252754661433,101.9610010820831,99.5110764505888,97.190280048609,96.34604846325344,89.81255494100309,89.273324632735,89.48779485852793,110.3835491181987,94.48219671845004,133.82289827185423,84.99948074762186,83.28586735559323,84.20026361303906,91.17326651014298,94.9573525499288,101.83172516450976,174.060055366152
1984-05-01,68.5938213025514,46.12820140061354,68.90534275497205,69.5818776521435,59.9221246218976,59.07718873669838,79.86831331753622,61.17203212875181,82.02179652877922,71.01381587441092,64.19784127799046,54.25147677406022,77.31985762670219,89.84475223180006,57.66935285427068,68.2449390626508,30.573984860583984,48.176179399338686,29.190448518720924,43.69678641773709,20.71555266063731,49.76990232449987,35.3468625309402,20.711420114142825,17.011161131419897,35.76633311998081,22.55534290346972,37.48479426030795,22.48651124958106,22.09358166434243,26.429476977101277,25.68329815060548,61.64841157056314,47.24699183175348,37.476753412150615,38.17560652671999,36.42820729978313,13.295849584980736,17.868369571053393,21.331483171441505,26.65591069050493,21.81486821007436,20.29268247542813,19.250099118824195,34.3158134041906,29.03961276636361,31.15380153877528,29.203129475451952,26.055798624922964,22.52345140453065,20.02892280652968,36.541303390712,35.251123052729795,25.46529821342286,22.2654760851279,19.11047610165965,17.935915320162035,26.152106560064528,18.401316375881443,25.335786779979973,12.293075892822706,21.01734164619648,64.74716386825074,63.27786759977192,57.51298125233335,62.7441886368798,45.9812854800456,48.84467243194654,66.88730528689487,64.2757377707406,52.56453190318935,58.24752080653348,55.31460538893218,67.83932737895371,51.06066603076748,54.91168085330729,110.44051962314742,49.27532507482152,84.56005679676066,111.15386675411403,68.79094886006007,84.4334670848183,100.3117306370941,94.2487322738968,115.36210902723168,98.9652663689596,18.74183380227612,19.767759286069666,22.124647396677997,19.828931534083186,13.729136011887745,18.94459503819994,15.413308997476715,18.67307359028209,22.85659689778888,24.339314387212447,29.76076275324317,33.235962002154324,36.82559252111002,78.84697805840675,42.42411649409306,75.16411287121387,52.13583435163619,52.34117795052084,54.71199413989226,62.145991325933366,62.93071131701827,64.66379056468998,89.15503578508023
1984-06-01,95.84448094907113,77.09899013990176,86.76905056628031,75.46581702750063,83.46024261995001,79.89044994313407,77.56223746593693,78.96978001875148,91.91619381401252,88.50981283618796,89.04696343238165,84.87091135234634,89.77304255209022,95.96040508817302,84.42802895188115,90.62706788728164,42.31249435903722,72.32226427235398,68.71557145418194,64.6360770374493,58.04976927920608,65.94422516867186,60.0539154372635,59.8979994287625,70.61016923428238,50.3317286469951,54.78973093011662,47.511632634240506,88.74703035760865,88.683323423383,144.70711271542316,137.35911982084207,61.46016225537924,192.75522819178568,172.2676294213707,172.14674625053846,170.8468852827969,86.2819681298826,90.02935884089348,98.7998286532784,97.96544967744832,100.71823243476928,111.9317768642566,116.30773738546402,217.44465715507303,178.8776279496867,197.45084590483327,215.6175979057037,133.042074896519,122.14907162174948,185.9288003359717,172.8869322197388,172.2542279156795,137.94635560590658,139.092990126578,146.79295150456505,131.7763309483108,144.87328291230622,65.33860780852402,56.59819432545792,80.04025782752126,64.31122426773378,167.59344621652212,168.93349273898235,179.54281276546558,169.66847483281637,205.7339820209664,197.6652505646421,209.9456880430642,210.5043613542008,200.6261472561628,186.1371508570276,170.54101486585367,186.61337924351463,193.0350184393192,193.83293555218563,174.70267840070952,214.7205643701343,200.3655410569972,159.8924002068176,191.6296629846122,192.67215801341,191.8994749017356,190.6726015156688,171.24948731804747,186.26435164663295,96.55177756888358,97.53825997674184,100.90463970790417,109.89713990440656,129.01154512726944,114.1116752240924,137.71050708226062,128.59555228628548,120.57822413860772,121.22600073878752,123.49868380566907,125.71651365472847,127.21685959914156,132.7845074888109,126.79845894117015,149.61781699374495,194.07837620608765,184.1579817193641,195.9192875687353,191.60335044056063,188.9773565579997,185.9216685047932,185.74347776302665
1984-07-01,25.362093654356887,28.871530111374973,21.326817919631075,24.711793585140825,22.78118542285685,30.01867580514778,42.55792099399207,38.05334089093312,60.05673015554691,53.40931336284404,48.31024599673641,40.96622568739486,59.54676630404989,60.8304757551379,46.2301213020439,46.35990034046971,23.70236655561041,35.95799439068629,49.83099810602987,39.89401275586814,38.65754783928602,31.56767676055038,35.35916734127824,21.92410051095172,21.98813935372771,37.22824968180568,31.033953528594537,40.549172012568825,46.947530523443135,49.61145137537434,47.58530913111264,48.31352411320197,15.921082578843516,59.32109504801202,54.625100869008335,55.60015056168456,53.299389537562256,22.6484491978654,29.61691787676076,36.627953027975565,32.07713259715051,35.89063403352388,32.96066813364882,24.44129784143071,30.000318089565216,37.169231279223695,32.522993768523584,30.43253248483837,39.38975203676749,34.05583855449299,31.713935414712413,65.87261250491431,63.79586248740519,37.95255312011375,45.84640332701907,52.31989407295398,60.27074678205213,43.67422539897581,21.57175328043458,32.30022822505052,11.657240142206328,31.206104488295765,53.60428091692096,63.16573526893049,45.4216606433547,62.73829556777508,35.398570036698786,48.20008994205489,51.57090197509967,60.33853667880977,53.882026768341774,63.325262674126094,68.52668270137751,60.91296138208147,62.18678244722777,57.49039697116199,85.06455286246383,85.14976649581277,73.37425199622176,122.75505514357604,61.964698821379386,60.45772295653813,60.57901787105101,62.29089182713931,87.72141257603424,68.57507135876297,35.77639307854119,35.241980903500966,27.577794064827163,33.263115404601415,40.74316464432628,34.79289265133746,41.53704834765104,38.74339733694613,35.05750499904586,34.358304589868574,38.53092395254475,37.958193397647904,39.67922708430147,63.17158311558891,42.11533443846479,58.12583392340915,31.580114086259996,28.33046159723837,29.890227628666707,34.59939460824773,35.29282381216228,38.468814107322586,64.66328549111286
1984-08-01,18.063550134066293,13.111247855200125,21.39748934272636,24.18624419798541,17.563724027926526,19.55438252614793,40.8715824484852,22.8423686969952,47.62979566920859,35.00754306410748,31.07310357843232,23.68342462207345,49.679135151547385,49.19321384077895,36.021166993831315,36.00706067413266,13.343248363199734,17.902147209643168,23.727258759844897,26.820113319549083,16.608066012521363,35.878736511841915,24.81151421457369,25.67228092124506,34.34426019958276,16.42166445937299,20.63877784608692,21.76788102623697,18.635358524960544,18.259039170299413,43.38356582478718,40.429899599754215,22.26787968516813,110.5201767977495,75.53565613719223,77.75638961030981,73.47473874279353,25.52238259997586,24.60017447710269,23.892284078264797,34.01823520451328,27.97128661826197,49.51876397980898,40.0688017793232,47.75144768833936,51.27749298768695,48.97499080882339,52.14490711661555,46.211056470872414,33.21890474989325,49.03878106007936,46.92326531722809,46.786828622105226,45.719898973728384,31.522690107014142,29.697082003599352,29.995605926533536,44.52002784394848,28.813055885576198,21.598740093125347,21.059542683293756,18.24423808661245,80.94794548826015,65.00531115542188,86.1742792884586,67.86207756229015,88.20743698311655,114.3432983105822,81.02896719294961,76.84110898897599,102.79733728652258,82.23920805617172,99.15291711875236,95.5167632631677,87.7183398855326,98.967112683848,67.00571072248032,85.97535937443327,77.94281786105944,38.56144575638547,69.44677586883682,67.83872237683522,80.1311019986135,67.97931747439358,58.27183012451084,64.73166597453135,30.77037178986633,30.419190299803155,32.27869024129453,37.23963832559885,60.41340090925951,40.943059681076704,53.532699834174096,50.04893416529325,44.66876057872549,44.83591187662624,47.59520090952597,49.68683822934639,50.07302772615393,45.748794438042914,48.59899944991092,38.28530189268014,68.47386116017545,61.74282580711564,66.44966132580295,74.41168776656444,72.16482322315878,67.37027776534278,50.478803360915016
1984-09-01,91.32425435594445,83.02918356148838,85.8798591679466,86.92215891015321,84.60932876522733,93.26003499557262,102.03486835598088,102.68257088548584,160.81441614949733,132.11164944592548,139.7052265202334,119.6999239636464,124.42129303597063,164.0219839781528,126.32905008458236,106.83229353421912,86.56503775520774,97.33102054026352,54.04874033526344,68.94451036602585,56.687637158139935,77.3687170281837,62.57685133710726,41.87039227861655,49.60373647885921,53.8347523860123,53.790075723708505,49.10366263878184,47.94982869711226,50.58253947786554,48.94241690715309,49.08471780049795,80.03191051198769,68.69285522771591,62.49873148098247,62.31130322252789,62.16255445225611,48.14471672932724,45.92111566393561,43.573701826854574,45.28830780003148,44.693092112224335,55.99728067259191,59.09385639866499,58.03451118064724,62.69843044775798,59.33492390082952,54.46880822732256,52.695369770871984,44.569015577853705,49.49072056283103,47.8801005548783,47.94445460971549,52.03390489763038,36.65436174731409,34.45330802904065,40.119481115477086,49.46829743781556,43.00917524813863,46.68674734036449,48.629309079455695,64.03017260632282,74.37702618190549,72.49972412101616,81.01044765647963,73.16531737830034,98.78173750234102,84.9864908028477,65.64617344290598,65.4828500945238,79.05004705775622,54.97088337215998,51.11652743891215,52.42722310907625,54.94069068616756,70.15026216969788,57.48128951680287,65.85391685427079,65.14987347640002,65.85414519749025,48.30045639337837,42.69687790384215,43.38515491110213,43.85331470167456,53.26522864736334,46.96372080850388,41.56431341112283,41.37499635812609,46.87203761260277,45.6120473719126,51.00801769216054,46.121002385289806,44.67173353528256,43.961937335598485,47.788355728292224,48.41902350224404,45.63860243540206,47.18469699734823,49.46818439007088,57.62349854161161,51.07795271203546,87.58756467944534,112.95469988121852,102.9199846864535,103.94493696859148,100.39855117981216,97.6545891130248,98.170315592397,42.46881405203594
1984-10-01,55.19509001089092,37.464600208493536,57.30547722040444,58.27329342087752,49.82262812029056,45.14890026449065,46.89102761559023,41.80287670338441,53.380149770533095,43.0038938102425,41.99023118990735,40.45349037280634,53.17926139850955,57.03301737830435,46.02129770505663,52.96080982226627,33.25285368924356,42.67309207146641,50.68413322710492,63.80711071517791,98.46470869066714,68.69478944682483,79.98853269278655,63.01003189299291,86.76643158268784,90.87870387121298,92.29494028571212,101.53343616493171,100.65103028604416,106.68694033953052,133.85102707090104,130.55002523270713,45.880372986274416,145.54305510996693,137.08409583790964,136.37801254774234,137.41633507078993,83.88505513875653,82.77721445485119,88.37887238201377,101.1413328620044,91.92074802994988,116.56781656341226,136.6197515203376,168.85656016493553,154.0912738550643,162.48758862097506,167.68601807170552,118.15092375399318,129.11326591633124,165.7555725394041,157.34190520090058,157.9050860212081,123.70724660866335,123.23711061488504,113.55318103345326,123.18180535677952,132.42805565478957,64.07385581894508,79.61596397310768,88.90724614892257,81.01538628993706,147.2579710200524,141.84806214873475,141.6957025583624,141.50103424961543,146.5078293935194,149.00488992242802,139.14494377595184,142.1931962594618,147.68023188990588,146.25462231168245,125.98125836781055,116.8261098778142,108.89817997130214,138.99447099081868,120.80946797319814,134.74916488750193,118.02831430170684,109.75915667599874,147.21411413652137,132.76939577020775,119.53011087189104,127.34710561392184,122.7197537462172,126.4632101118648,79.87349821585403,81.03237957702461,84.32552128115655,84.19678924947445,92.477174642183,84.3321068662208,69.23009851878841,69.60102854509813,82.7578291596746,83.35725264044636,79.14281449129375,80.83317887017505,82.88365673179393,95.42868289860009,87.72333438207224,143.2018694484079,123.04393483961324,113.22694945542376,118.38971125575208,125.46043906397074,127.48314879125589,130.36799388548786,139.39882747984905
